STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,ACTIVITY,Economic activity,PRICES,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,REF_YEAR_PRICE,Price reference year,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ES513,Lérida,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,85089.8,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ES513,Lérida,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,88282.6,,ESP,Spain,P,Provisional value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ES513,Lérida,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,93409.1,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ES513,Lérida,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,94250.7,,ESP,Spain,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DE217,Dachau,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,96700.8,,DEU,Germany,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DE217,Dachau,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,95119.8,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DE217,Dachau,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,95991.4,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DE217,Dachau,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,92257.1,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,HR032,Lika-Senj County,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,58331,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,HR032,Lika-Senj County,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,58395.7,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,HR032,Lika-Senj County,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,59076.9,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,HR032,Lika-Senj County,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,57509.6,,HRV,Croatia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITC48,Pavia,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,103589.7,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITC48,Pavia,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,95802.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITC48,Pavia,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,103877.4,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITC48,Pavia,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,102367.9,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,SI034,Savinja,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,71550.4,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,SI034,Savinja,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,68720.5,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,SI034,Savinja,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,72707.5,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,SI034,Savinja,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2022,,72075.7,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,SI034,Savinja,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,70204.9,,SVN,Slovenia,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,77834.4,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,78780.2,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,79033.5,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,78338.3,,DEU,Germany,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITF45,Lecce,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,72162.9,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITF45,Lecce,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,76255.8,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITF45,Lecce,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,74342,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ITF45,Lecce,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,76593.5,,ITA,Italy,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0A,Plön,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,80891.8,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0A,Plön,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,78543.6,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0A,Plön,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,80066.6,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0A,Plön,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,79289.4,,DEU,Germany,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,BE251,Arr. Brugge,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,109304.5,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,BE251,Arr. Brugge,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,110551,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,BE251,Arr. Brugge,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,112083.6,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,BE251,Arr. Brugge,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,104621.8,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,BE251,Arr. Brugge,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,110978.4,,BEL,Belgium,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FI1D1,South Savo (TL2021),_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,87848.6,,FIN,Finland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FI1D1,South Savo (TL2021),_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,87598.6,,FIN,Finland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FI1D1,South Savo (TL2021),_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,86294,,FIN,Finland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FI1D1,South Savo (TL2021),_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,87207.4,,FIN,Finland,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FR103,Yvelines,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,136071.7,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FR103,Yvelines,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,136428.1,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FR103,Yvelines,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,137896.1,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FR103,Yvelines,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,125864.6,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEA43,Herford,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,89487.7,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEA43,Herford,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,89939.1,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEA43,Herford,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,88046.8,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEA43,Herford,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,90163.1,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0C,Schleswig-Flensburg,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,86971.7,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0C,Schleswig-Flensburg,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,84467.3,,DEU,Germany,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0C,Schleswig-Flensburg,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,83246.3,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,DEF0C,Schleswig-Flensburg,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,84679.1,,DEU,Germany,E,Estimated value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2019,,54055,,KOR,Korea,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2020,,53439.2,,KOR,Korea,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,53703,,KOR,Korea,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2022,,54901.8,,KOR,Korea,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,50497.3,,KOR,Korea,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,US132,"Pueblo, CO",_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,108728.4,,USA,United States,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,US132,"Pueblo, CO",_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,111059.5,,USA,United States,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,US148,"Sarasota-Bradenton-Venice, FL",_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,111381.8,,USA,United States,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,US148,"Sarasota-Bradenton-Venice, FL",_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,112318,,USA,United States,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FRI32,Charente-Maritime,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2021,,89316.5,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FRI32,Charente-Maritime,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2017,,92722.8,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_ECO(2.0),Economic statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,FRI32,Charente-Maritime,_Z,Not applicable,LAB_PROD,Labour productivity,_T,Total - all activities,Q,Constant prices,USD_PPP_WR,"US dollars per worker, PPP converted",2018,,93999.2,,FRA,France,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
