STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,RET_PERIOD,Return period,HEAT_STRESS,Heat stress threshold,PM_CONCENTRATION,PM concentration level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA4623,"Division 23, MB",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.013,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,AU306,Cairns,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,4.489,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,AU306,Cairns,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,1.046,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,AU306,Cairns,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,4.554,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,AU306,Cairns,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,3.983,,AUS,Australia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO116,Salaj,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO116,Salaj,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.057,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO116,Salaj,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO116,Salaj,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,UKE31,"Barnsley, Doncaster and Rotherham",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,UKE31,"Barnsley, Doncaster and Rotherham",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,UKE31,"Barnsley, Doncaster and Rotherham",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,UKE31,"Barnsley, Doncaster and Rotherham",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO312,Calarasi,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,1.357,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO312,Calarasi,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.554,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO312,Calarasi,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,7.653,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,RO312,Calarasi,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.38,,ROU,Romania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DEA12,Duisburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DEA12,Duisburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,6.302,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DEA12,Duisburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DEA12,Duisburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,MT002,Malta,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,MLT,Malta,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,MT002,Malta,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,MLT,Malta,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,MT002,Malta,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,MLT,Malta,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,MT002,Malta,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,MLT,Malta,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R6,"Durango, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.045,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R6,"Durango, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.149,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R6,"Durango, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.36,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R6,"Durango, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.091,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,TR422,Sakarya,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.009,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,TR422,Sakarya,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.192,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,TR422,Sakarya,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.026,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,TR422,Sakarya,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.266,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CL134,Maipo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,1.777,,CHL,Chile,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CL134,Maipo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.306,,CHL,Chile,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CL134,Maipo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,CHL,Chile,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CL134,Maipo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,CHL,Chile,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA1010,"Division 10, NL",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.003,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA1010,"Division 10, NL",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA1010,"Division 10, NL",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA1010,"Division 10, NL",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.001,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2428,"Les Etchemins, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2428,"Les Etchemins, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2428,"Les Etchemins, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2428,"Les Etchemins, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITH41,Pordenone,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITH41,Pordenone,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.026,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITH41,Pordenone,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.028,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITH41,Pordenone,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.007,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US116,"Nashville-Davidson--Murfreesboro--Columbia, TN",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.002,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US116,"Nashville-Davidson--Murfreesboro--Columbia, TN",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.029,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US116,"Nashville-Davidson--Murfreesboro--Columbia, TN",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.023,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US116,"Nashville-Davidson--Murfreesboro--Columbia, TN",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.017,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,FRB03,Indre,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.034,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,FRB03,Indre,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.009,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,FRB03,Indre,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.005,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,FRB03,Indre,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.116,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME04R1,"Campeche, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,1.155,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME04R1,"Campeche, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,1.951,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME04R1,"Campeche, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.677,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME04R1,"Campeche, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,1.266,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME15R5,"Mexico, R5",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.098,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME15R5,"Mexico, R5",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.395,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME15R5,"Mexico, R5",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.475,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME15R5,"Mexico, R5",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.053,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DED43,Mittelsachsen,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DED43,Mittelsachsen,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DED43,Mittelsachsen,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,DEU,Germany,A,Normal value,0,Units,1,One
